"t","source","name","pid","cpuSec","rssMb"
"2026-09-03T10:18:58.9861667+08:00","host","machine","0","19.3","0"
"2026-09-03T10:18:59.0361688+08:00","host","java","18412","110.109375","283"
"2026-09-03T10:18:59.0474189+08:00","host","java","22556","113.59375","249"
"2026-09-03T10:18:59.0484229+08:00","host","java","22664","109.46875","230"
"2026-09-03T10:18:59.0484229+08:00","host","java","25584","0.1875","10"
"2026-09-03T10:18:59.0484229+08:00","host","java","33636","5.65625","3"
"2026-09-03T10:18:59.0484229+08:00","host","java","37732","42.953125","296"
"2026-09-03T10:18:59.0484229+08:00","host","java","38048","5.390625","2"
"2026-09-03T10:18:59.0484229+08:00","host","java","38656","72.734375","74"
"2026-09-03T10:18:59.0484229+08:00","host","java","40260","5.359375","3"
"2026-09-03T10:18:59.0484229+08:00","host","java","40644","5.03125","2"
"2026-09-03T10:18:59.0484229+08:00","host","java","43952","97.484375","263"
"2026-09-03T10:18:59.0499322+08:00","host","mysqld","5240","","1"
"2026-09-03T10:18:59.0524679+08:00","host","mysqld","6284","","74"
"2026-09-03T10:18:59.0539768+08:00","host","nginx","20152","4.328125","3"
"2026-09-03T10:18:59.0539768+08:00","host","nginx","40492","0.109375","3"
"2026-09-03T10:19:02.0773252+08:00","host","machine","0","36.2","0"
"2026-09-03T10:19:02.0953320+08:00","host","java","18412","110.140625","283"
"2026-09-03T10:19:02.0953320+08:00","host","java","22556","113.65625","249"
"2026-09-03T10:19:02.0963323+08:00","host","java","22664","109.484375","230"
"2026-09-03T10:19:02.0963323+08:00","host","java","25584","0.203125","10"
"2026-09-03T10:19:02.0963323+08:00","host","java","33636","5.65625","3"
"2026-09-03T10:19:02.0963323+08:00","host","java","37732","42.96875","296"
"2026-09-03T10:19:02.0973305+08:00","host","java","38048","5.390625","2"
"2026-09-03T10:19:02.0973305+08:00","host","java","38656","72.765625","74"
"2026-09-03T10:19:02.0973305+08:00","host","java","40260","5.359375","3"
"2026-09-03T10:19:02.0983322+08:00","host","java","40644","5.03125","2"
"2026-09-03T10:19:02.0983322+08:00","host","java","43952","97.515625","263"
"2026-09-03T10:19:02.0983322+08:00","host","mysqld","5240","","1"
"2026-09-03T10:19:02.0993348+08:00","host","mysqld","6284","","75"
"2026-09-03T10:19:02.1013323+08:00","host","nginx","20152","4.328125","3"
"2026-09-03T10:19:02.1013323+08:00","host","nginx","40492","0.109375","3"
"2026-09-03T10:19:05.1227651+08:00","host","machine","0","28.7","0"
"2026-09-03T10:19:05.1408154+08:00","host","java","18412","110.203125","283"
"2026-09-03T10:19:05.1408154+08:00","host","java","22556","113.859375","249"
"2026-09-03T10:19:05.1418155+08:00","host","java","22664","109.5","230"
"2026-09-03T10:19:05.1418155+08:00","host","java","25584","0.234375","10"
"2026-09-03T10:19:05.1418155+08:00","host","java","33636","5.65625","3"
"2026-09-03T10:19:05.1418155+08:00","host","java","37732","42.96875","296"
"2026-09-03T10:19:05.1418155+08:00","host","java","38048","5.390625","2"
"2026-09-03T10:19:05.1418155+08:00","host","java","38656","72.796875","74"
"2026-09-03T10:19:05.1428186+08:00","host","java","40260","5.359375","3"
"2026-09-03T10:19:05.1428186+08:00","host","java","40644","5.03125","2"
"2026-09-03T10:19:05.1428186+08:00","host","java","43952","97.515625","263"
"2026-09-03T10:19:05.1438189+08:00","host","mysqld","5240","","1"
"2026-09-03T10:19:05.1438189+08:00","host","mysqld","6284","","76"
"2026-09-03T10:19:05.1448158+08:00","host","nginx","20152","4.34375","3"
"2026-09-03T10:19:05.1448158+08:00","host","nginx","40492","0.109375","3"
"2026-09-03T10:19:08.1741928+08:00","host","machine","0","11","0"
"2026-09-03T10:19:08.1867118+08:00","host","java","18412","110.34375","283"
"2026-09-03T10:19:08.1867118+08:00","host","java","22556","113.96875","249"
"2026-09-03T10:19:08.1867118+08:00","host","java","22664","109.53125","230"
"2026-09-03T10:19:08.1867118+08:00","host","java","25584","0.234375","10"
"2026-09-03T10:19:08.1877144+08:00","host","java","33636","5.65625","3"
"2026-09-03T10:19:08.1877144+08:00","host","java","37732","42.984375","296"
"2026-09-03T10:19:08.1877144+08:00","host","java","38048","5.390625","2"
"2026-09-03T10:19:08.1877144+08:00","host","java","38656","72.796875","74"
"2026-09-03T10:19:08.1877144+08:00","host","java","40260","5.359375","3"
"2026-09-03T10:19:08.1877144+08:00","host","java","40644","5.03125","2"
"2026-09-03T10:19:08.1877144+08:00","host","java","43952","97.5625","263"
"2026-09-03T10:19:08.1887149+08:00","host","mysqld","5240","","1"
"2026-09-03T10:19:08.1899001+08:00","host","mysqld","6284","","76"
"2026-09-03T10:19:08.1899001+08:00","host","nginx","20152","4.34375","3"
"2026-09-03T10:19:08.1899001+08:00","host","nginx","40492","0.109375","3"
"2026-09-03T10:19:11.2168016+08:00","host","machine","0","29.8","0"
"2026-09-03T10:19:11.2278226+08:00","host","java","18412","110.375","283"
"2026-09-03T10:19:11.2278226+08:00","host","java","22556","114","249"
"2026-09-03T10:19:11.2278226+08:00","host","java","22664","109.546875","230"
"2026-09-03T10:19:11.2288084+08:00","host","java","25584","0.234375","10"
"2026-09-03T10:19:11.2288084+08:00","host","java","33636","5.65625","3"
"2026-09-03T10:19:11.2288084+08:00","host","java","37732","42.984375","296"
"2026-09-03T10:19:11.2288084+08:00","host","java","38048","5.390625","2"
"2026-09-03T10:19:11.2288084+08:00","host","java","38656","72.8125","74"
"2026-09-03T10:19:11.2288084+08:00","host","java","40260","5.359375","3"
"2026-09-03T10:19:11.2288084+08:00","host","java","40644","5.03125","2"
"2026-09-03T10:19:11.2288084+08:00","host","java","43952","97.5625","263"
