"t","source","name","pid","cpuSec","rssMb"
"2026-09-03T10:14:08.5739631+08:00","host","java","18412","104.859375","292"
"2026-09-03T10:14:08.5744942+08:00","host","java","22556","108.84375","280"
"2026-09-03T10:14:08.5744942+08:00","host","java","22664","106.3125","259"
"2026-09-03T10:14:08.5750157+08:00","host","java","33636","5.46875","3"
"2026-09-03T10:14:08.5750157+08:00","host","java","38048","5.234375","2"
"2026-09-03T10:14:08.5755492+08:00","host","java","38656","71.421875","50"
"2026-09-03T10:14:08.5760743+08:00","host","java","40260","5.15625","3"
"2026-09-03T10:14:08.5760743+08:00","host","java","40644","4.84375","2"
"2026-09-03T10:14:08.5766000+08:00","host","java","43952","95.5","257"
"2026-09-03T10:14:08.5776988+08:00","host","mysqld","5240","","1"
"2026-09-03T10:14:08.5776988+08:00","host","mysqld","6284","","84"
"2026-09-03T10:14:08.5776988+08:00","host","nginx","20152","4.25","3"
"2026-09-03T10:14:08.5806539+08:00","host","nginx","40492","0.109375","3"
